"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,60.0375202636832,2.49583827304673
"2","OLS","Test2",0.7,0.005,18.7345661254978,1.68235434393569
"3","OLS","Test3",0.8,0.005,-10.2399336309841,1.23144073095472
"4","OLS","Test4",0.6,0.01,60.0375202636832,4.93641650683691
"5","OLS","Test5",0.7,0.01,18.7345661254978,3.33594995724599
"6","OLS","Test6",0.8,0.01,-10.2399336309841,2.44573821055121
"7","OLS","Test7",0.6,0.02,60.0375202636832,9.65973014330143
"8","OLS","Test8",0.7,0.02,18.7345661254978,6.56007389578133
"9","OLS","Test9",0.8,0.02,-10.2399336309841,4.8244672641527
"10","York","Test1",0.6,0.005,56.7630057622173,2.37015674511338
"11","York","Test2",0.7,0.005,17.2665845596634,1.62067350478372
"12","York","Test3",0.8,0.005,-10.7673561231333,1.19702703356228
"13","York","Test4",0.6,0.01,56.7630057622173,4.68995370323245
"14","York","Test5",0.7,0.01,17.2665845596634,3.21451378975701
"15","York","Test6",0.8,0.01,-10.7673561231333,2.37781911958876
"16","York","Test7",0.6,0.02,56.7630057622173,9.18541734916772
"17","York","Test8",0.7,0.02,17.2665845596634,6.32459651761383
"18","York","Test9",0.8,0.02,-10.7673561231333,4.69214192885613
"19","Deming","Test1",0.6,0.005,56.4856050026197,2.35511066730476
"20","Deming","Test2",0.7,0.005,17.2045266930493,1.61338116713398
"21","Deming","Test3",0.8,0.005,-10.7191818262213,1.19304776517777
"22","Deming","Test4",0.6,0.01,56.4856050026197,4.66045317526795
"23","Deming","Test5",0.7,0.01,17.2045266930493,3.20016310615546
"24","Deming","Test6",0.8,0.01,-10.7191818262213,2.36997079234419
"25","Deming","Test7",0.6,0.02,56.4856050026197,9.12866480381643
"26","Deming","Test8",0.7,0.02,17.2045266930493,6.29679386290246
"27","Deming","Test9",0.8,0.02,-10.7191818262213,4.67687141318982
"28","WOLS","Test1",0.6,0.005,59.9707939249171,2.49146134601864
"29","WOLS","Test2",0.7,0.005,18.7294462679454,1.68031287841563
"30","WOLS","Test3",0.8,0.005,-10.2146200211741,1.23036211559565
"31","WOLS","Test4",0.6,0.01,59.9707939249171,4.92784400900268
"32","WOLS","Test5",0.7,0.01,18.7294462679454,3.33193588497119
"33","WOLS","Test6",0.8,0.01,-10.2146200211741,2.44361249141338
"34","WOLS","Test7",0.6,0.02,59.9707939249171,9.64327273728912
"35","WOLS","Test8",0.7,0.02,18.7294462679454,6.55230979704902
"36","WOLS","Test9",0.8,0.02,-10.2146200211741,4.82033751994584
"37","BayesianBLM1","Test1",0.6,0.005,59.6113794533141,0.306158959674457
"38","BayesianBLM1","Test2",0.7,0.005,18.7630436368068,0.205650615233425
"39","BayesianBLM1","Test3",0.8,0.005,-9.98811876740684,0.154378671273767
"40","BayesianBLM1","Test4",0.6,0.01,59.6103706221317,0.30387414287263
"41","BayesianBLM1","Test5",0.7,0.01,18.7592743069977,0.207681490174832
"42","BayesianBLM1","Test6",0.8,0.01,-9.98839744499631,0.145270348522659
"43","BayesianBLM1","Test7",0.6,0.02,59.6181285880901,0.301609132372103
"44","BayesianBLM1","Test8",0.7,0.02,18.7650755411586,0.202642685482931
"45","BayesianBLM1","Test9",0.8,0.02,-9.98623302345419,0.155031147101471
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.5285792098176,0.303792627334014
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.7453313257085,0.203242775770284
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.97856328279838,0.15566435070258
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.5371864142098,0.308986285910336
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.7468155378032,0.209681062284199
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.97611681806862,0.155231107809649
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.5192958025089,0.322408891610506
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.7447139453955,0.216896276973507
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-9.97603827272853,0.165841083919047
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.412303992967,0.328620960561048
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.7552627556258,0.197323122775857
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.91406627513276,0.158040796652264
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.4168836319162,0.280582395934562
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.7456942677159,0.200642285219112
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.91067378054508,0.147953135024975
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.4152620711212,0.30071135146118
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.743429466509,0.209404450686138
"63","infTempBayesianBLM3","Test9",0.8,0.02,-9.91412058406093,0.152964606633674
