"","X","x_TRUE","Temperature","TempError","y_TRUE","D47error","D47","Material"
"1",1,14.5669495504274,14.5989214558314,0.0319719054040353,0.79293160057374,-0.00139668599623222,0.791534914577508,1
"2",2,13.0809213618465,13.0862957890802,0.00537442723371136,0.804462517698367,0.0161406975510095,0.820603215249376,1
"3",3,14.6287258962255,14.665468431464,0.0367425352384422,0.815665137864961,-0.000815829954058071,0.814849307910903,1
"4",4,6.79716742221948,6.98333665178816,0.186169229568677,0.532936652015233,-0.00478902361712721,0.528147628398106,1
"5",5,14.8875797473397,14.6356245865953,-0.251955160744382,0.797663575239794,0.00527586827756028,0.802939443517354,1
"6",6,15.1047810913868,14.8427650573515,-0.262016034035282,0.832549569649173,-0.00226743983667053,0.830282129812503,1
"7",7,11.751782462407,11.8787919596981,0.127009497291047,0.718597707784734,0.00560227690312932,0.724199984687864,1
"8",8,12.3034619338307,12.4338623231024,0.130400389271606,0.722159951854258,-0.0190325306984207,0.703127421155837,1
"9",9,15.9263525856335,15.8129764053655,-0.113376180267958,0.895387364752664,-0.0124663495642373,0.882921015188427,1
"10",10,13.2915270410396,13.2080442658973,-0.0834827751423964,0.714821535263483,0.00556071870881387,0.720382253972297,1
"11",11,11.8204747451646,11.7212993081915,-0.0991754369731591,0.694660509311869,-0.000463749772978303,0.694196759538891,1
"12",12,12.5618378022338,12.3974349429212,-0.16440285931264,0.766265505603156,0.00789384434138543,0.774159349944541,1
"13",13,16.0417375724131,16.0305682297087,-0.011169342704422,0.844994595194219,0.00716696748250171,0.852161562676721,1
"14",14,13.4923169891058,13.4833947989844,-0.00892219012145348,0.771716742202124,0.00852502571652035,0.780241767918645,1
"15",15,13.2545726271384,13.1349935727575,-0.119579054380893,0.728430623832569,-0.00920436934601051,0.719226254486558,1
"16",16,12.3915624054294,12.270386239608,-0.121176165821397,0.779424474104738,-0.000832139055061276,0.778592335049676,1
"17",17,9.0312572396055,8.89320008284892,-0.138057156756578,0.564112004197757,-0.00856554548783182,0.555546458709925,1
"18",18,11.1812673799089,11.3610193384921,0.179751958583209,0.658748346009611,-0.0128593320996895,0.645889013909921,1
"19",19,8.95926313298353,8.73715514725976,-0.222107985723769,0.593707777585869,0.00138299859167604,0.595090776177545,1
"20",20,13.0820093884844,13.2841728851976,0.202163496713234,0.741521409978656,-0.00754787758972439,0.733973532388932,1
"21",21,9.49953842230106,9.74203743043476,0.242499008133701,0.607175269623244,-0.0103055527485763,0.596869716874667,1
"22",22,13.1350620186952,13.1843391843221,0.0492771656268218,0.751132381369056,0.0113665937681792,0.762498975137236,1
"23",23,15.5542868340835,15.5478565693952,-0.00643026468831429,0.821647681124064,-0.0221617265000609,0.799485954624003,1
"24",24,10.53546500234,10.6700821124195,0.13461711007945,0.682016140343312,0.0132989966502383,0.69531513699355,1
"25",25,10.4215927152317,10.4253082909575,0.00371557572581491,0.64205258176125,-0.00880855295813425,0.633244028803116,1
"26",26,10.9291031364969,10.7988923348536,-0.1302108016433,0.668537626656273,0.0101729174757968,0.67871054413207,1
"27",27,16.5957860409326,16.8751543669418,0.279368326009239,0.887612621877206,-0.0172343063131754,0.870378315564031,1
"28",28,13.2860560415983,13.3184528868112,0.0323968452128167,0.779050849447878,0.019342812919869,0.798393662367747,1
"29",29,12.1999700526009,12.1021052513124,-0.0978648012885906,0.694855298628255,-0.00810749993614724,0.686747798692108,1
"30",30,9.59082524975003,9.60261721367815,0.0117919639281149,0.591571644964758,0.00497110866733769,0.596542753632095,1
"31",31,8.65882795719934,8.55496016015124,-0.103867797048095,0.58870772297402,0.00931935621343467,0.598027079187455,1
"32",32,13.6662240489633,13.2234570079486,-0.442767041014705,0.761616572847556,0.0110378054858784,0.772654378333435,1
"33",33,8.88667634168497,8.74075471901098,-0.145921622673987,0.59099291258464,0.0117220039773647,0.602714916562005,1
"34",34,14.816210155893,14.8525388574387,0.0363287015456837,0.793526055708318,-0.00872061783531982,0.784805437872998,1
"35",35,12.3566308848554,12.4354908404833,0.0788599556279419,0.742867667544314,0.00995687404103035,0.752824541585344,1
"36",36,12.3314007934464,12.3596163923507,0.0282155989042336,0.727704953995249,-0.0185756447859667,0.709129309209282,1
"37",37,9.82065337585146,9.69013456351605,-0.130518812335409,0.659525003315945,0.00817520447885894,0.667700207794804,1
"38",38,11.9674651760835,12.0472448294607,0.0797796533771782,0.725075415767839,-0.00356378861476158,0.721511627153077,1
"39",39,11.2536576227977,11.4203577557903,0.16670013299263,0.700473312697048,-0.00823666409453226,0.692236648602516,1
"40",40,13.1528621590465,13.2890312119119,0.136169052865347,0.786494267973109,-0.00168631877298086,0.784807949200129,1
"41",41,7.04801568223833,7.18924317811865,0.141227495880319,0.553974754791133,0.010668839480243,0.564643594271376,1
"42",42,8.54621641785827,8.35908824022827,-0.187128177630003,0.6315539983694,-0.0132279386773165,0.618326059692084,1
"43",43,15.1051075277446,15.5675681329926,0.462460605248046,0.854209835865039,-0.000904423395553804,0.853305412469485,1
"44",44,6.78255340863263,6.96893643878434,0.186383030151717,0.53121966065158,0.0014906789278962,0.532710339579476,1
"45",45,17.029197773914,17.2500047881771,0.220807014263084,0.932475852188337,0.00331697709938968,0.935792829287727,1
"46",46,11.3107088976138,11.3534410310355,0.0427321334216688,0.693908339842335,-0.00508408420082325,0.688824255641512,1
"47",47,15.4060554552985,15.3506032671568,-0.0554521881416932,0.813985032871221,-0.00504566589363415,0.808939366977587,1
"48",48,13.192712536331,13.2628466912768,0.0701341549457328,0.794330645779731,-0.0114353240108607,0.78289532176887,1
"49",49,12.2845047467637,12.2733657245434,-0.0111390222203413,0.719163718146752,-0.00891325199380102,0.710250466152951,1
"50",50,12.7062889510427,12.3562964216609,-0.34999252938182,0.728834679857572,-0.00277933689036088,0.726055342967211,1
"51",51,11.1722601022345,11.0945552995012,-0.0777048027332709,0.674427085717789,0.0042689845072703,0.67869607022506,1
"52",52,13.086175793299,13.2733145063372,0.187138713038212,0.709451242706674,-0.000254240174597695,0.709197002532076,1
"53",53,12.0849916339307,12.2313359495671,0.146344315636347,0.725915322470429,-0.0102302144297721,0.715685108040657,1
"54",54,11.4414396181745,11.2470005346935,-0.194439083481017,0.676831435473025,0.0121941029756121,0.689025538448637,1
"55",55,10.2951447369285,10.3223518817462,0.0272071448177398,0.614716278814158,-0.00580219230808921,0.608914086506069,1
"56",56,11.9844652276765,12.0999222480085,0.115457020332004,0.644067913504673,-0.0167387761549874,0.627329137349686,1
"57",57,9.38135816309358,9.432067932402,0.0507097693084192,0.589789217189605,-0.0016410280127931,0.588148189176812,1
"58",58,9.39578067701922,9.44116928494275,0.0453886079235286,0.619783067152021,0.00141791317034597,0.621200980322367,1
"59",59,12.7816813683122,12.8075921391936,0.0259107708813381,0.726729772913143,-0.00433546468249515,0.722394308230648,1
"60",60,14.5244031985412,14.6313651625275,0.106961963986375,0.81758284483514,0.00943759596422818,0.827020440799368,1
"61",61,17.2655488730432,17.1535562543639,-0.111992618679325,0.927111776621113,-0.00118547565754934,0.925926300963564,1
"62",62,12.458705624315,12.3270574604168,-0.131648163898249,0.702229929379211,0.0104610890534143,0.712691018432626,1
"63",63,10.6645013274182,10.8858553293794,0.221354001961191,0.647614023425084,0.00142041285564255,0.649034436280727,1
"64",64,9.90708196245946,10.0808482044676,0.173766242008097,0.631739507748152,-0.0158301869350783,0.615909320813074,1
"65",65,9.263292059834,9.29791767713426,0.0346256173002588,0.608986876013359,0.0109357222812354,0.619922598294594,1
"66",66,8.7600914246724,8.79501269095364,0.034921266281238,0.57569688554541,-0.0171138284740022,0.558583057071408,1
"67",67,11.8290570062482,11.7303994757839,-0.0986575304642911,0.682889592436135,0.00172567580409963,0.684615268240235,1
"68",68,13.1281650494309,13.2119902287909,0.0838251793599602,0.735808213722115,-0.00527058120770895,0.730537632514406,1
"69",69,14.9393927030863,14.8408279202369,-0.0985647828494645,0.809740270167001,0.0238427105611114,0.833582980728112,1
"70",70,13.2782871498534,13.2300494335432,-0.0482377163101263,0.761855224392547,-0.0182386215259896,0.743616602866558,1
"71",71,11.5429306660273,11.7181597443252,0.175229078297976,0.685061916036351,0.00118838284002903,0.68625029887638,1
"72",72,14.0986825746926,14.1252214096355,0.0265388349429149,0.819477628757039,0.0132365439498631,0.832714172706902,1
